gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.2492,0.5436,0.2962,0.0888,0.6946,0.5753,0.7177,0.83,0.3608,0.2328,0
DNAdamage,0.5157,0.0772,0.9998,0.9533,0.7078,0.2789,0.2125,0.2803,0.9289,0.5059,0
Metastasis,0.5543,0.5302,0.1223,0.2304,0.1482,0.2118,0.3648,0.0888,0.4897,0.6215,1
Migration,0.3069,0.525,0.8365,0.546,0.9257,0.5113,0.4947,0.0553,0.7238,0.0639,1
Invasion,0.693,0.1944,0.3288,0.206,0.7266,0.9376,0.1106,0.0615,0.7805,0.8621,1
EMT,0.4675,0.5426,0.215,0.1483,0.0047,0.6592,0.333,0.2136,0.4506,0.8594,1
Apoptosis,0.5933,0.9719,0.9708,0.156,0.9062,0.1702,0.5386,0.5987,0.831,0.8337,1
CellCycleArrest,0.966,0.2649,0.6103,0.952,0.0389,0.1484,0.0097,0.9107,0.4082,0.3795,1
GF,0.7728,0.9797,0.9863,0.6398,0.7512,0.8672,0.4615,0.5461,0.384,0.9246,0
TGFbeta,0.4801,0.4337,0.3671,0.6043,0.5537,0.6196,0.9674,0.317,0.7406,0.1822,0
p21,0.2595,0.8121,0.9526,0.8703,0.6785,0.1493,0.2238,0.841,0.8401,0.6583,0
CDH1,0.4943,0.476,0.2401,0.371,0.7856,0.4896,0.5084,0.9538,0.5958,0.578,0
CDH2,0.8128,0.7482,0.1492,0.0618,0.9377,0.1299,0.4312,0.3429,0.0849,0.6345,0
VIM,0.3609,0.0232,0.8069,0.5501,0.4703,0.299,0.2715,0.0971,0.0264,0.236,0
TWIST1,0.5233,0.1874,0.7865,0.8334,0.9312,0.6275,0.6614,0.5667,0.4591,0.8949,0
SNAI1,0.2533,0.8346,0.7968,0.2313,0.657,0.1896,0.9774,0.409,0.5526,0.6617,0
SNAI2,0.8405,0.6251,0.8588,0.9074,0.0422,0.0406,0.3515,0.7946,0.5218,0.1319,0
ZEB1,0.8,0.1543,0.0516,0.817,0.7731,0.4512,0.8004,0.1234,0.9248,0.3151,0
ZEB2,0.5469,0.2656,0.143,0.9207,0.9009,0.5925,0.2199,0.7832,0.1524,0.1236,0
AKT1,0.1565,0.4188,0.5756,0.3249,0.692,0.5568,0.7471,0.3719,0.1207,0.5902,0
DKK1,0.6725,0.8514,0.4699,0.9249,0.3471,0.1866,0.1192,0.8355,0.8245,0.7615,0
CTNNB1,0.712,0.9751,0.9407,0.6928,0.9729,0.1514,0.2669,0.69,0.9215,0.7018,0
NICD,0.8495,0.492,0.6029,0.6642,0.29,0.5807,0.1871,0.6087,0.8448,0.7896,0
p63,0.6779,0.8173,0.7335,0.9516,0.5642,0.713,0.8383,0.8926,0.9226,0.0021,0
p53,0.6237,0.1367,0.1864,0.5065,0.9809,0.0802,0.077,0.4607,0.198,0.9769,0
p73,0.1781,0.4727,0.1226,0.9772,0.8517,0.4237,0.3118,0.4171,0.5122,0.2492,0
miR200,0.368,0.6615,0.8192,0.3121,0.4822,0.4794,0.1406,0.922,0.5704,0.8363,0
miR203,0.7534,0.3667,0.6006,0.2572,0.9109,0.487,0.6131,0.6525,0.1243,0.8466,0
miR34,0.3515,0.1382,0.7687,0.2364,0.2279,0.6263,0.1498,0.868,0.7733,0.8178,0
AKT2,0.656,0.9736,0.3189,0.7174,0.4562,0.5861,0.4302,0.5245,0.1612,0.4308,0
ERK,0.9728,0.82,0.3449,0.1015,0.202,0.978,0.637,0.2456,0.3674,0.7349,0
SMAD,0.6776,0.6626,0.6371,0.8958,0.0535,0.6338,0.0671,0.4741,0.4867,0.7756,0
