gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.8265,0.2849,0.5109,0.1988,0.8248,0.1088,0.1835,0.1879,0.4853,0.05,0
DNAdamage,0.98,0.3087,0.1874,0.5818,0.5486,0.1717,0.2718,0.018,0.2827,0.9941,0
Metastasis,0.4968,0.8328,0.4663,0.4859,0.8429,0.0626,0.6116,0.3272,0.9316,0.8606,1
Migration,0.9792,0.6706,0.3664,0.64,0.5247,0.7677,0.999,0.5473,0.6498,0.1501,1
Invasion,0.1409,0.7983,0.0917,0.3082,0.0671,0.365,0.8398,0.8911,0.3704,0.8037,1
EMT,0.6784,0.186,0.8421,0.3054,0.1415,0.8835,0.8358,0.9469,0.3023,0.5304,1
Apoptosis,0.2653,0.4835,0.4577,0.694,0.027,0.3419,0.3956,0.1879,0.455,0.6524,1
CellCycleArrest,0.9225,0.8058,0.4074,0.1801,0.0362,0.7026,0.131,0.5455,0.1936,0.8939,1
GF,0.247,0.1079,0.4763,0.9567,0.1391,0.9021,0.1917,0.434,0.6866,0.741,0
TGFbeta,0.8662,0.0198,0.2273,0.2156,0.9145,0.9681,0.4528,0.466,0.7825,0.1746,0
p21,0.4734,0.9928,0.0528,0.8187,0.3434,0.38,0.2757,0.576,0.6197,0.6176,0
CDH1,0.3498,0.8251,0.7607,0.2202,0.1014,0.9175,0.6366,0.8863,0.4523,0.5891,0
CDH2,0.8608,0.6003,0.7008,0.5908,0.0975,0.0997,0.1885,0.1752,0.5702,0.8491,0
VIM,0.9456,0.4804,0.1127,0.4113,0.7526,0.7483,0.2919,0.0223,0.3989,0.2171,0
TWIST1,0.7962,0.5907,0.208,0.448,0.3543,0.4027,0.0231,0.5178,0.7861,0.5307,0
SNAI1,0.3183,0.8008,0.6435,0.5472,0.6766,0.1497,0.2691,0.8007,0.2663,0.1521,0
SNAI2,0.5387,0.8326,0.2887,0.9859,0.9899,0.0024,0.2996,0.8345,0.1116,0.1589,0
ZEB1,0.5273,0.5341,0.0932,0.5536,0.5587,0.6453,0.9374,0.0338,0.1648,0.3743,0
ZEB2,0.3527,0.4285,0.0495,0.2566,0.6757,0.5068,0.9772,0.8608,0.884,0.5032,0
AKT1,0.4779,0.8446,0.9853,0.2226,0.6631,0.0799,0.2492,0.003,0.0195,0.4087,0
DKK1,0.3628,0.2779,0.8265,0.062,0.7232,0.4334,0.1504,0.8263,0.7861,0.4833,0
CTNNB1,0.3979,0.9098,0.4144,0.3894,0.3916,0.3691,0.4107,0.2126,0.6462,0.9613,0
NICD,0.8316,0.6812,0.2331,0.3981,0.1801,0.7169,0.8268,0.8198,0.681,0.3896,0
p63,0.6073,0.6318,0.8505,0.2143,0.3941,0.3174,0.5144,0.4971,0.1501,0.1986,0
p53,0.7738,0.3811,0.9532,0.143,0.7821,0.0821,0.6824,0.1021,0.7945,0.0075,0
p73,0.3886,0.982,0.9938,0.7868,0.0419,0.9906,0.8074,0.1236,0.4118,0.153,0
miR200,0.0442,0.1285,0.4543,0.0651,0.7337,0.468,0.6557,0.4479,0.9544,0.038,0
miR203,0.7259,0.6011,0.6316,0.1848,0.6535,0.4628,0.9203,0.628,0.0419,0.2322,0
miR34,0.1868,0.5873,0.8185,0.6562,0.5194,0.2987,0.7657,0.6931,0.7012,0.1681,0
AKT2,0.446,0.5867,0.6481,0.68,0.6775,0.7028,0.2907,0.5376,0.6906,0.0524,0
ERK,0.2013,0.6998,0.8093,0.6032,0.9523,0.265,0.8983,0.8168,0.3075,0.7861,0
SMAD,0.9452,0.0566,0.3976,0.1951,0.1599,0.0576,0.1864,0.8818,0.9204,0.4257,0
