gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.7767,0.9788,0.6892,0.7064,0.7446,0.7592,0.0022,0.184,0.0669,0.0341,0
DNAdamage,0.0921,0.6466,0.4738,0.5523,0.4259,0.2375,0.1428,0.0148,0.3707,0.3572,0
Metastasis,0.6402,0.0554,0.7972,0.0595,0.5348,0.0859,0.5658,0.7888,0.076,0.2461,1
Migration,0.0582,0.3801,0.1598,0.654,0.997,0.885,0.6254,0.392,0.0154,0.0045,1
Invasion,0.4581,0.9383,0.6608,0.0249,0.4906,0.8432,0.1781,0.4046,0.8952,0.0341,1
EMT,0.5781,0.4594,0.1646,0.298,0.8523,0.4066,0.4019,0.2594,0.9943,0.2995,1
Apoptosis,0.6077,0.7215,0.6063,0.1111,0.1533,0.4206,0.5519,0.3411,0.2662,0.1973,1
CellCycleArrest,0.0628,0.2347,0.1649,0.0258,0.9506,0.8151,0.5169,0.1786,0.623,0.912,1
GF,0.948,0.1698,0.9742,0.6311,0.8202,0.9141,0.1777,0.1644,0.5769,0.1077,0
TGFbeta,0.5595,0.3147,0.17,0.1739,0.0339,0.6674,0.2924,0.8575,0.5203,0.0239,0
p21,0.3182,0.0721,0.3348,0.5724,0.9671,0.7346,0.9374,0.3935,0.2481,0.5473,0
CDH1,0.0267,0.6736,0.3902,0.8505,0.4421,0.1844,0.7818,0.6562,0.2806,0.3823,0
CDH2,0.5208,0.3223,0.5412,0.4353,0.9065,0.4913,0.2194,0.0889,0.8108,0.4792,0
VIM,0.6222,0.6151,0.9591,0.4777,0.694,0.1792,0.3924,0.1788,0.0547,0.1469,0
TWIST1,0.0615,0.6338,0.1718,0.101,0.5159,0.9317,0.1059,0.6919,0.3073,0.7776,0
SNAI1,0.8259,0.7825,0.0255,0.774,0.1871,0.7341,0.3029,0.251,0.5257,0.9883,0
SNAI2,0.6683,0.5829,0.7873,0.5582,0.9918,0.97,0.4288,0.1501,0.4263,0.5177,0
ZEB1,0.8538,0.9632,0.3797,0.3076,0.1098,0.3556,0.7363,0.9591,0.7482,0.5536,0
ZEB2,0.5736,0.5097,0.9407,0.606,0.6042,0.6289,0.401,0.4339,0.4517,0.4537,0
AKT1,0.0182,0.7066,0.5021,0.6452,0.6731,0.5533,0.1905,0.2567,0.3498,0.9959,0
DKK1,0.2854,0.3303,0.1703,0.4247,0.197,0.0226,0.8769,0.4024,0.9456,0.5329,0
CTNNB1,0.4519,0.7377,0.6366,0.5742,0.3907,0.5919,0.7694,0.3837,0.3574,0.6634,0
NICD,0.9926,0.3065,0.4742,0.7943,0.6436,0.2943,0.0625,0.859,0.6248,0.6471,0
p63,0.512,0.2273,0.2599,0.5348,0.4947,0.6236,0.2968,0.6888,0.1912,0.6232,0
p53,0.5083,0.2798,0.9298,0.3313,0.052,0.6499,0.9663,0.0631,0.7309,0.7262,0
p73,0.6297,0.1902,0.5688,0.4821,0.0422,0.7394,0.4487,0.7717,0.8648,0.0888,0
miR200,0.209,0.3115,0.2005,0.9463,0.5222,0.5155,0.3678,0.2543,0.1514,0.8691,0
miR203,0.1964,0.1341,0.6931,0.5683,0.5464,0.2418,0.5281,0.3039,0.7637,0.1551,0
miR34,0.8991,0.854,0.1867,0.3863,0.1873,0.368,0.4465,0.2157,0.7097,0.7223,0
AKT2,0.3078,0.3754,0.2658,0.9815,0.153,0.7346,0.5797,0.5838,0.5647,0.0166,0
ERK,0.2295,0.8298,0.4653,0.9945,0.1137,0.7082,0.19,0.2866,0.7056,0.2291,0
SMAD,0.3772,0.475,0.578,0.7639,0.0389,0.5357,0.4982,0.3382,0.1706,0.6798,0
