gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.6822,0.7729,0.3498,0.5769,0.5092,0.5716,0.1205,0.3165,0.223,0.5427,0
DNAdamage,0.1839,0.4013,0.659,0.0908,0.4227,0.8176,0.7119,0.0179,0.4784,0.1488,0
Metastasis,0.584,0.1941,0.76,0.701,0.5788,0.8336,0.1922,0.9511,0.0169,0.9445,1
Migration,0.0649,0.9653,0.2278,0.3621,0.6253,0.5122,0.6164,0.4853,0.4075,0.7085,1
Invasion,0.5611,0.8772,0.2006,0.1282,0.2162,0.9768,0.2016,0.2679,0.0392,0.7661,1
EMT,0.9192,0.9721,0.0092,0.4174,0.853,0.9661,0.7111,0.7281,0.3298,0.6176,1
Apoptosis,0.959,0.2006,0.3339,0.9334,0.4997,0.031,0.8191,0.2586,0.148,0.5596,1
CellCycleArrest,0.0874,0.4928,0.5818,0.1048,0.3392,0.7441,0.8467,0.9428,0.6805,0.2407,1
GF,0.9762,0.0903,0.5285,0.09,0.7974,0.1157,0.6725,0.5576,0.5661,0.8818,0
TGFbeta,0.9015,0.3658,0.0383,0.8193,0.0701,0.6508,0.5493,0.6954,0.9963,0.2362,0
p21,0.3063,0.4617,0.4309,0.5796,0.2081,0.4264,0.3777,0.2143,0.5856,0.0953,0
CDH1,0.7337,0.1711,0.2163,0.9051,0.7583,0.3902,0.4697,0.971,0.1325,0.5817,0
CDH2,0.542,0.9485,0.54,0.2177,0.1657,0.7387,0.669,0.8349,0.9048,0.4457,0
VIM,0.4005,0.0885,0.446,0.856,0.2839,0.938,0.8489,0.1461,0.1221,0.8097,0
TWIST1,0.5549,0.5046,0.5529,0.4032,0.2643,0.3382,0.6901,0.8508,0.6197,0.9118,0
SNAI1,0.3037,0.5673,0.2036,0.7986,0.637,0.0849,0.6306,0.728,0.6481,0.5094,0
SNAI2,0.5537,0.507,0.7855,0.0802,0.9396,0.0527,0.1027,0.2704,0.7059,0.3312,0
ZEB1,0.6765,0.2047,0.4598,0.7398,0.3867,0.6531,0.5811,0.7976,0.6443,0.7465,0
ZEB2,0.0511,0.6632,0.139,0.1907,0.4901,0.2138,0.9583,0.226,0.047,0.8536,0
AKT1,0.5156,0.1757,0.086,0.4294,0.6125,0.9665,0.3508,0.2595,0.6496,0.4439,0
DKK1,0.4093,0.5016,0.2606,0.3631,0.0688,0.7308,0.6851,0.5929,0.5224,0.0751,0
CTNNB1,0.8021,0.4168,0.4702,0.6096,0.9771,0.9496,0.4805,0.7673,0.349,0.5989,0
NICD,0.026,0.8479,0.7433,0.956,0.6743,0.8416,0.34,0.4656,0.8788,0.9234,0
p63,0.8223,0.3148,0.9145,0.8628,0.7857,0.5599,0.325,0.1911,0.7509,0.6657,0
p53,0.2286,0.834,0.4065,0.2795,0.6835,0.9191,0.5219,0.7206,0.6308,0.2943,0
p73,0.8014,0.5909,0.188,0.5221,0.287,0.0789,0.4352,0.4035,0.1346,0.1272,0
miR200,0.6786,0.2456,0.9437,0.9932,0.7833,0.6783,0.4087,0.651,0.7306,0.3283,0
miR203,0.7103,0.6172,0.4079,0.938,0.2835,0.9304,0.234,0.9619,0.7448,0.7164,0
miR34,0.0175,0.6856,0.6698,0.6908,0.0757,0.2797,0.0413,0.1723,0.1252,0.9669,0
AKT2,0.4941,0.6167,0.7986,0.014,0.0893,0.987,0.4579,0.9286,0.8222,0.903,0
ERK,0.1651,0.3468,0.1385,0.5706,0.6122,0.1536,0.562,0.3335,0.5506,0.8681,0
SMAD,0.8841,0.7459,0.5944,0.414,0.4338,0.4384,0.2724,0.9712,0.4872,0.2275,0
