gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.3484,0.0185,0.6595,0.1462,0.5243,0.6109,0.6225,0.7138,0.6527,0.0709,0
DNAdamage,0.8476,0.1706,0.0518,0.993,0.6428,0.8124,0.0321,0.4359,0.9295,0.4594,0
Metastasis,0.6072,0.0672,0.406,0.6645,0.6234,0.6098,0.9337,0.2081,0.3089,0.6307,1
Migration,0.4762,0.103,0.9196,0.7349,0.1154,0.7339,0.8359,0.032,0.5854,0.9242,1
Invasion,0.8473,0.1302,0.3614,0.0003,0.2436,0.8269,0.1064,0.6363,0.7234,0.0719,1
EMT,0.4861,0.9189,0.2461,0.1478,0.1847,0.4539,0.3315,0.7847,0.1022,0.7597,1
Apoptosis,0.813,0.1624,0.9946,0.9517,0.0051,0.8257,0.3656,0.2555,0.4301,0.7545,1
CellCycleArrest,0.5877,0.0623,0.7126,0.8749,0.6399,0.0555,0.4212,0.7016,0.7896,0.5137,1
GF,0.6502,0.0342,0.9281,0.2089,0.5257,0.3103,0.404,0.8359,0.9317,0.3312,0
TGFbeta,0.5709,0.0511,0.3943,0.1927,0.9761,0.8059,0.8659,0.795,0.0055,0.6827,0
p21,0.8899,0.7964,0.4467,0.962,0.2253,0.6272,0.8104,0.5362,0.2946,0.109,0
CDH1,0.9283,0.785,0.5444,0.8668,0.4972,0.0262,0.4987,0.4682,0.5238,0.8179,0
CDH2,0.4609,0.6043,0.8417,0.016,0.2085,0.74,0.0354,0.3461,0.8984,0.7062,0
VIM,0.4279,0.692,0.9743,0.3573,0.1392,0.038,0.5542,0.9024,0.2979,0.4999,0
TWIST1,0.208,0.7345,0.2323,0.983,0.0194,0.1015,0.7244,0.889,0.6505,0.6227,0
SNAI1,0.8354,0.6091,0.1216,0.4305,0.6351,0.5215,0.5993,0.6101,0.154,0.3184,0
SNAI2,0.4082,0.3733,0.3225,0.9426,0.7845,0.7149,0.5358,0.1064,0.4915,0.3488,0
ZEB1,0.9332,0.8476,0.6731,0.5257,0.4626,0.8217,0.9968,0.8616,0.2927,0.8549,0
ZEB2,0.2393,0.2115,0.9197,0.166,0.4501,0.5158,0.9846,0.9963,0.1888,0.4846,0
AKT1,0.7658,0.1454,0.3503,0.9825,0.4208,0.337,0.8962,0.3558,0.1535,0.0044,0
DKK1,0.6112,0.1289,0.181,0.3716,0.426,0.8975,0.6947,0.8282,0.4504,0.5294,0
CTNNB1,0.7131,0.4548,0.8921,0.5647,0.1536,0.5261,0.6311,0.5178,0.3564,0.5062,0
NICD,0.2392,0.7188,0.5706,0.9551,0.0589,0.5446,0.092,0.4259,0.159,0.4151,0
p63,0.2925,0.4008,0.4367,0.3689,0.621,0.2855,0.6774,0.1729,0.3158,0.1223,0
p53,0.6878,0.448,0.7633,0.2457,0.014,0.9869,0.5937,0.1651,0.4142,0.905,0
p73,0.3595,0.8068,0.8602,0.9747,0.7001,0.2839,0.0925,0.4997,0.204,0.0907,0
miR200,0.3101,0.8926,0.1897,0.1559,0.4104,0.0587,0.583,0.3835,0.4576,0.6162,0
miR203,0.1967,0.4021,0.949,0.0897,0.4334,0.3421,0.5387,0.9117,0.6509,0.1651,0
miR34,0.8877,0.7839,0.3688,0.4114,0.2869,0.4249,0.9532,0.9408,0.2764,0.3195,0
AKT2,0.7994,0.8502,0.9466,0.6386,0.3374,0.333,0.5287,0.7383,0.7602,0.5908,0
ERK,0.7238,0.2069,0.1332,0.2349,0.2909,0.5706,0.4619,0.9067,0.0822,0.3432,0
SMAD,0.7941,0.4894,0.8494,0.0028,0.1415,0.7901,0.8924,0.3333,0.3839,0.8427,0
