gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.0127,0.7747,0.1057,0.2124,0.2032,0.2246,0.0379,0.2102,0.8268,0.4959,0
DNAdamage,0.5732,0.4416,0.5704,0.8324,0.677,0.9841,0.6039,0.3187,0.9996,0.6124,0
Metastasis,0.2385,0.6546,0.8384,0.0894,0.0245,0.3431,0.3729,0.6456,0.6199,0.9648,1
Migration,0.4616,0.1322,0.3495,0.8209,0.1085,0.8113,0.9625,0.5173,0.7206,0.1238,1
Invasion,0.9413,0.1301,0.0568,0.3043,0.3286,0.5442,0.4349,0.7056,0.2042,0.2841,1
EMT,0.7507,0.8906,0.0359,0.2355,0.9302,0.5438,0.1389,0.271,0.5847,0.909,1
Apoptosis,0.0469,0.1254,0.0297,0.2698,0.1673,0.5931,0.1352,0.5032,0.0517,0.2882,1
CellCycleArrest,0.1142,0.2925,0.0056,0.4138,0.0325,0.7295,0.277,0.7323,0.6599,0.4035,1
GF,0.1738,0.4054,0.3279,0.124,0.4282,0.292,0.0735,0.0562,0.8642,0.6904,0
TGFbeta,0.9177,0.0363,0.9787,0.332,0.6403,0.4339,0.1535,0.8813,0.6177,0.7652,0
p21,0.6578,0.5489,0.7775,0.4941,0.2517,0.9144,0.0434,0.2349,0.5087,0.6578,0
CDH1,0.708,0.3626,0.7915,0.6073,0.2118,0.2256,0.4173,0.2123,0.9971,0.5148,0
CDH2,0.8586,0.4685,0.088,0.3539,0.1357,0.3946,0.6412,0.0422,0.7978,0.6746,0
VIM,0.5766,0.8893,0.4776,0.9898,0.3764,0.2502,0.2626,0.2144,0.1584,0.114,0
TWIST1,0.809,0.7194,0.6895,0.2978,0.2171,0.5676,0.0677,0.8128,0.3911,0.9,0
SNAI1,0.4007,0.2448,0.5255,0.8936,0.5945,0.7938,0.1009,0.3479,0.5932,0.3328,0
SNAI2,0.8128,0.3535,0.1986,0.3101,0.2583,0.4485,0.8547,0.7097,0.9595,0.9798,0
ZEB1,0.7057,0.317,0.426,0.1474,0.804,0.6407,0.3848,0.003,0.8891,0.0719,0
ZEB2,0.5464,0.5483,0.0412,0.4034,0.0662,0.6407,0.5653,0.9368,0.4438,0.8658,0
AKT1,0.7783,0.5238,0.3617,0.9049,0.6762,0.325,0.0203,0.0021,0.1965,0.9881,0
DKK1,0.3827,0.8102,0.4107,0.3792,0.3648,0.9783,0.8323,0.7962,0.5836,0.4085,0
CTNNB1,0.1775,0.0716,0.0547,0.1113,0.8974,0.5643,0.6575,0.4611,0.0522,0.7258,0
NICD,0.7578,0.191,0.3356,0.2369,0.8325,0.1804,0.5356,0.3121,0.4563,0.5967,0
p63,0.5405,0.2824,0.9568,0.5687,0.8358,0.1747,0.439,0.1595,0.506,0.0662,0
p53,0.1266,0.1301,0.826,0.7477,0.3576,0.7657,0.9926,0.1589,0.9564,0.7704,0
p73,0.5164,0.0137,0.3607,0.1713,0.9086,0.4634,0.699,0.3337,0.1565,0.8537,0
miR200,0.1843,0.5198,0.1313,0.6141,0.1912,0.221,0.7352,0.1011,0.9217,0.7296,0
miR203,0.7283,0.3548,0.5278,0.001,0.4944,0.0218,0.9437,0.1747,0.4787,0.4614,0
miR34,0.5144,0.3599,0.7726,0.8061,0.256,0.4746,0.2863,0.5787,0.8004,0.2175,0
AKT2,0.6694,0.9097,0.5784,0.1211,0.1315,0.0859,0.1618,0.098,0.6581,0.4734,0
ERK,0.0718,0.6799,0.2739,0.3481,0.1921,0.127,0.5779,0.2567,0.3165,0.8574,0
SMAD,0.6692,0.6223,0.9939,0.5544,0.7913,0.6393,0.3782,0.0065,0.6247,0.1246,0
