gene_name,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,IS_OUTPUT
ECMicroenv,0.9034,0.7563,0.6792,0.3736,0.684,0.2336,0.5073,0.5048,0.0719,0.0818,0
DNAdamage,0.876,0.6903,0.2775,0.9258,0.7785,0.6387,0.6027,0.3448,0.2447,0.7606,0
Metastasis,0.6855,0.8706,0.6526,0.1027,0.5416,0.3245,0.837,0.104,0.8799,0.4649,1
Migration,0.2847,0.0209,0.062,0.9712,0.2667,0.1936,0.4251,0.8164,0.7031,0.9329,1
Invasion,0.1843,0.8554,0.0475,0.724,0.0618,0.4901,0.0534,0.395,0.0523,0.2348,1
EMT,0.1759,0.6984,0.3268,0.1256,0.4345,0.6858,0.7445,0.0703,0.0804,0.7219,1
Apoptosis,0.0881,0.9248,0.9592,0.387,0.9639,0.1323,0.2852,0.4549,0.0851,0.7416,1
CellCycleArrest,0.4075,0.5209,0.874,0.124,0.2271,0.3363,0.2979,0.4263,0.0203,0.3329,1
GF,0.4672,0.3636,0.7341,0.2458,0.9442,0.2052,0.7371,0.5862,0.0265,0.3526,0
TGFbeta,0.1276,0.9716,0.0044,0.1586,0.5673,0.4503,0.28,0.9491,0.3367,0.6754,0
p21,0.5567,0.4928,0.4895,0.0119,0.8419,0.2989,0.5659,0.001,0.2727,0.0584,0
CDH1,0.1589,0.9918,0.2806,0.943,0.2138,0.4819,0.0333,0.8805,0.4931,0.6353,0
CDH2,0.5395,0.7184,0.9978,0.8638,0.8764,0.5751,0.5698,0.6089,0.1301,0.742,0
VIM,0.8863,0.6512,0.1631,0.7719,0.0743,0.3927,0.303,0.5358,0.2841,0.9748,0
TWIST1,0.1544,0.5189,0.4535,0.9093,0.3662,0.4249,0.5261,0.9579,0.9403,0.5608,0
SNAI1,0.8678,0.0348,0.0289,0.0104,0.6143,0.9093,0.7584,0.2328,0.5405,0.8549,0
SNAI2,0.285,0.4978,0.658,0.7218,0.1157,0.3574,0.6287,0.2008,0.7374,0.6012,0
ZEB1,0.7395,0.7985,0.2382,0.6717,0.7194,0.3125,0.8624,0.4568,0.4067,0.9159,0
ZEB2,0.3852,0.3944,0.7329,0.4373,0.2093,0.5622,0.2786,0.9192,0.9107,0.1522,0
AKT1,0.7397,0.3947,0.852,0.1917,0.6969,0.48,0.0306,0.204,0.8036,0.4705,0
DKK1,0.8197,0.0087,0.2894,0.6587,0.7636,0.6967,0.4554,0.3474,0.8272,0.6859,0
CTNNB1,0.647,0.8196,0.02,0.8739,0.9849,0.8143,0.3462,0.1028,0.5566,0.1713,0
NICD,0.1527,0.2688,0.5121,0.0645,0.9713,0.6369,0.327,0.6447,0.8759,0.1492,0
p63,0.7163,0.1503,0.5635,0.3529,0.4092,0.7847,0.1937,0.7388,0.6055,0.4557,0
p53,0.6572,0.1648,0.4658,0.8423,0.982,0.7586,0.7189,0.436,0.5173,0.7248,0
p73,0.2218,0.4835,0.0953,0.1174,0.9278,0.0327,0.8331,0.7695,0.0054,0.6728,0
miR200,0.9775,0.9693,0.6862,0.8134,0.0087,0.7113,0.72,0.8845,0.3337,0.4255,0
miR203,0.2193,0.2335,0.4877,0.4308,0.3689,0.2957,0.4879,0.2599,0.0851,0.0905,0
miR34,0.7654,0.5083,0.1626,0.867,0.0144,0.8018,0.8774,0.3261,0.1803,0.1848,0
AKT2,0.9975,0.6041,0.7526,0.1826,0.3437,0.2867,0.0048,0.9922,0.577,0.6555,0
ERK,0.8395,0.3432,0.2533,0.2358,0.408,0.7241,0.0303,0.1129,0.8989,0.9439,0
SMAD,0.2128,0.28,0.37,0.0421,0.2802,0.4814,0.703,0.1765,0.8957,0.2398,0
